lakeid,year4,daynum,sampledate,depth,rep,sta,event,wtemp,o2,o2sat
WI,2019,205,7/24/19,2,1,1,,25.5,7.1,92.1
WI,2019,205,7/24/19,3,1,1,,25.3,4.7,60.7
WI,2019,205,7/24/19,3.5,1,1,,24.8,0.5,6.4
WI,2019,219,8/7/19,0,1,1,,26.2,7.2,94.6
WI,2019,219,8/7/19,1,1,1,,26.2,6.8,89.3
WI,2019,219,8/7/19,2,1,1,,26.1,6.1,80
WI,2019,219,8/7/19,3,1,1,,24.8,0.4,5.1
WI,2019,219,8/7/19,3.6,1,1,,24.5,0.4,5.1
WI,2019,231,8/19/19,0,1,1,,24.7,2.4,30.7
WI,2019,231,8/19/19,1,1,1,,24.3,2.3,29.2
WI,2019,231,8/19/19,2,1,1,,24.1,2.2,27.8
WI,2019,231,8/19/19,3,1,1,,23.9,1.8,22.7
WI,2019,231,8/19/19,3.4,1,1,,23.2,0.2,2.5
WI,2019,252,9/9/19,0,1,1,,19.7,8.9,103.2
WI,2019,252,9/9/19,1,1,1,,19.7,8.6,99.8
WI,2019,252,9/9/19,2,1,1,,19.6,8.6,99.6
WI,2019,252,9/9/19,3,1,1,,19.6,8,92.6
WI,2019,252,9/9/19,3.4,1,1,,19.6,0.1,1.2
WI,2019,282,10/9/19,0,1,1,,15.1,14.8,156
WI,2019,282,10/9/19,1,1,1,,15,15,157.8
WI,2019,282,10/9/19,2,1,1,,14.9,14.7,154.3
WI,2019,282,10/9/19,3,1,1,,14.8,11.6,121.5
WI,2019,282,10/9/19,3.4,1,1,,15.5,2.3,24.5
WI,2019,303,10/30/19,0,1,1,,7.4,16.3,144
WI,2019,303,10/30/19,1,1,1,,7.4,16.5,145.7
WI,2019,303,10/30/19,2,1,1,,7.4,16.4,144.8
WI,2019,303,10/30/19,3,1,1,,7.4,16.1,142.2
WI,2019,303,10/30/19,3.5,1,1,,7.9,12.1,108.2
WI,2020,52,2/21/20,0,1,1,,0.5,23.9,175.9
WI,2020,52,2/21/20,0.5,1,1,,4,12.1,98
WI,2020,52,2/21/20,1,1,1,,4.8,8,66.2
WI,2020,52,2/21/20,2,1,1,,5.5,2.8,23.6
WI,2020,52,2/21/20,3,1,1,,5.4,2.6,21.8
WI,2020,52,2/21/20,3.4,1,1,,5.7,2.3,19.5
WI,2020,160,6/8/20,0,1,1,,25.4,11.5,148.8
WI,2020,160,6/8/20,1,1,1,,25.2,11.3,145.7
WI,2020,160,6/8/20,2,1,1,,24.9,11.1,142.3
WI,2020,160,6/8/20,3,1,1,,22.7,4.4,54.1
WI,2020,160,6/8/20,3.5,1,1,,20.5,0,0
WI,2020,219,8/6/20,0,1,1,,24.3,13.4,169.9
WI,2020,219,8/6/20,1,1,1,,24.1,14.3,180.6
WI,2020,219,8/6/20,2,1,1,,22.8,8.9,109.7
WI,2020,219,8/6/20,3,1,1,,22.4,6,73.4
WI,2020,219,8/6/20,3.5,1,1,,22.3,0,0
WI,2020,276,10/2/20,0,1,1,,14.9,8.2,86.1
WI,2020,276,10/2/20,1,1,1,,14.8,8,83.8
WI,2020,276,10/2/20,2,1,1,,14.4,7.6,78.9
WI,2020,276,10/2/20,2.5,1,1,,14.3,7.6,78.8
WI,2020,276,10/2/20,3,1,1,,14.3,0,0
WI,2020,276,10/2/20,3.5,1,1,,15.1,0,0
WI,2020,316,11/11/20,0,1,1,,10.3,12.5,118.3
WI,2020,316,11/11/20,1,1,1,,10.3,12.2,115.5
WI,2020,316,11/11/20,2,1,1,,10.3,12.1,114.6
WI,2020,316,11/11/20,3,1,1,,10.2,12,113.3
WI,2020,316,11/11/20,3.5,1,1,,10.2,11.7,110.5
WI,2021,55,2/24/21,0,1,1,,0.4,9.3,68.3
WI,2021,55,2/24/21,1,1,1,,3.2,5.2,41.2
WI,2021,55,2/24/21,2,1,1,,3.2,4.6,36.5
WI,2021,55,2/24/21,3,1,1,,4.2,1.3,10.6
WI,2021,55,2/24/21,3.3,1,1,,4.2,1.3,10.6
WI,2021,105,4/15/21,0,1,1,,10.7,12.8,122.3
WI,2021,105,4/15/21,1,1,1,,10.6,12.5,119.2
WI,2021,105,4/15/21,2,1,1,,10.6,12.7,121.1
WI,2021,105,4/15/21,3,1,1,,10.6,12,114.4
WI,2021,105,4/15/21,3.5,1,1,,10.7,0.2,1.9
WI,2021,132,5/12/21,0,1,1,,17.1,11.6,127.6
WI,2021,132,5/12/21,1,1,1,,17,11.3,124
WI,2021,132,5/12/21,2,1,1,,16.9,11.9,130.4
WI,2021,132,5/12/21,3,1,1,,15.8,13.3,142.3
WI,2021,132,5/12/21,3.8,1,1,,15.9,0.6,6.4
WI,2021,155,6/4/21,0,1,1,,21.9,12.1,146.6
WI,2021,155,6/4/21,1,1,1,,21.7,12,144.8
WI,2021,155,6/4/21,1.5,1,1,,21.7,12.1,146
WI,2021,155,6/4/21,2,1,1,,21.6,12.3,148.1
WI,2021,155,6/4/21,2.5,1,1,,20.4,9.8,115.3
WI,2021,155,6/4/21,3,1,1,,17,6.8,74.6
WI,2021,155,6/4/21,3.5,1,1,,16.9,0.1,1.1
WI,2021,168,6/17/21,0,1,1,,25.9,11.9,155.4
WI,2021,168,6/17/21,1,1,1,,25.8,11.8,153.8
WI,2021,168,6/17/21,2,1,1,,25.8,11.7,152.5
WI,2021,168,6/17/21,3,1,1,,25.5,10.5,136.1
WI,2021,168,6/17/21,3.5,1,1,,25.4,0,0
WI,2021,183,7/2/21,0,1,1,,26.2,11,144.5
WI,2021,183,7/2/21,1,1,1,,26,11.1,145.2
WI,2021,183,7/2/21,2,1,1,,25.4,11.3,146.2
WI,2021,183,7/2/21,3,1,1,,24.3,6.3,79.9
WI,2021,183,7/2/21,3.5,1,1,,23.4,0,0
WI,2021,201,7/20/21,0,1,1,,26.2,12.2,160.2
WI,2021,201,7/20/21,1,1,1,,25.9,12,156.7
WI,2021,201,7/20/21,2,1,1,,24.4,9.4,119.4
WI,2021,201,7/20/21,3,1,1,,23.5,3.5,43.7
WI,2021,201,7/20/21,3.5,1,1,,23.2,0,0
WI,2021,210,7/29/21,0,1,1,,27.7,9.2,124.1
WI,2021,210,7/29/21,1,1,1,,27.5,8.5,114.3
WI,2021,210,7/29/21,2,1,1,,25.9,8.8,114.9
WI,2021,210,7/29/21,3,1,1,,25.4,3.9,50.5
WI,2021,210,7/29/21,3.5,1,1,,24.7,0.8,10.2
WI,2021,223,8/11/21,0,1,1,,24.7,6.8,86.9
WI,2021,223,8/11/21,1,1,1,,24.7,6.6,84.3
WI,2021,223,8/11/21,2,1,1,,24.7,6.5,83
WI,2021,223,8/11/21,3,1,1,,24.5,5.7,72.5
WI,2021,223,8/11/21,3.5,1,1,,23.7,1.1,13.8
WI,2021,245,9/2/21,0,1,1,,25.8,8.5,110.8
WI,2021,245,9/2/21,1,1,1,,25.3,8.7,112.4
WI,2021,245,9/2/21,2,1,1,,24.4,7.4,94
WI,2021,245,9/2/21,3,1,1,,24,3.7,46.7
WI,2021,245,9/2/21,3.5,1,1,,23.9,0,0
WI,2021,257,9/14/21,0,1,1,,21.4,10,120
WI,2021,257,9/14/21,1,1,1,,21.5,9.8,117.8
WI,2021,257,9/14/21,2,1,1,,21.4,9.7,116.4
WI,2021,257,9/14/21,3,1,1,,21.3,8.2,98.2
WI,2021,257,9/14/21,3.6,1,1,,19.6,2.2,25.5
WI,2021,278,10/5/21,0,1,1,,19.8,9.9,115.1
WI,2021,278,10/5/21,1,1,1,,19.8,9.7,112.7
WI,2021,278,10/5/21,2,1,1,,18.7,9.6,109.1
WI,2021,278,10/5/21,3,1,1,,19.7,8.7,100.9
WI,2021,278,10/5/21,3.5,1,1,,19.7,7.7,89.3
WI,2021,314,11/10/21,0,1,1,,8.8,15,137.1
WI,2021,314,11/10/21,1,1,1,,8.8,15.1,138
WI,2021,314,11/10/21,2,1,1,,8.8,15,137.1
WI,2021,314,11/10/21,3,1,1,,8.8,15.1,138
WI,2021,314,11/10/21,3.5,1,1,,8.8,0.2,1.8
